City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,eduardo castex,-35.915,-64.2945,21.68,41,94,1.88,AR,1695489501
362,kayangel,8.0823,134.7173,28.27,78,100,7.85,PW,1695489501
363,chibougamau,49.9168,-74.3659,16.86,44,0,1.77,CA,1695489007
364,kilju,40.9642,129.3278,11.93,84,0,1.77,KP,1695489502
365,pierre,44.3683,-100.351,17.51,86,100,0.0,US,1695488832
366,palikir - national government center,6.9248,158.1611,28.13,78,86,4.71,FM,1695488947
367,durban,-29.8579,31.0292,21.51,90,100,1.59,ZA,1695489241
368,vila velha,-20.3297,-40.2925,29.97,67,0,7.2,BR,1695489036
369,keflavik,64.0049,-22.5624,9.24,93,75,3.6,IS,1695489503
370,bayganin,48.6947,55.8742,22.25,43,73,3.17,KZ,1695489503
371,coahuayana de hidalgo,18.7,-103.6583,33.04,63,39,1.57,MX,1695489059
372,whitby,54.4877,-0.615,15.0,72,78,3.03,GB,1695489386
373,yazoo city,32.8551,-90.4056,32.17,33,2,1.21,US,1695489415
374,mocimboa,-11.3167,40.35,24.21,83,27,3.79,MZ,1695489504
375,thurso,58.5927,-3.5259,11.14,69,98,3.29,GB,1695489504
376,orlov,58.5395,48.8917,16.81,65,0,2.66,RU,1695489505
377,minggang,32.4586,114.0486,15.67,97,100,4.62,CN,1695489505
378,vanino,49.0869,140.2543,7.93,73,11,2.45,RU,1695489505
379,pangody,65.85,74.4859,-0.04,75,78,3.42,RU,1695489085
380,banlung,13.7468,107.0045,22.26,99,95,0.24,KH,1695489506
381,prainha,-1.8,-53.48,36.26,36,41,2.58,BR,1695489506
382,tutoia,-2.7619,-42.2744,29.97,65,0,7.46,BR,1695489481
383,mzimba,-11.9,33.6,20.2,47,12,2.42,MW,1695489506
384,sola,-13.8833,167.55,25.06,74,56,4.64,VU,1695489507
385,orapa,-21.2833,25.3667,28.76,12,0,2.63,BW,1695489507
386,abu zabad,12.35,29.25,31.48,42,82,3.45,SD,1695489507
387,loralai,30.3705,68.598,25.0,36,0,2.47,PK,1695489508
388,kanke,23.4333,85.3167,24.01,88,75,1.03,IN,1695489508
389,matoury,4.8483,-52.3317,33.98,55,20,4.63,GF,1695489508
390,mount gambier,-37.8333,140.7667,7.47,81,0,2.65,AU,1695489099
391,micheweni,-4.9667,39.8333,25.33,82,32,5.03,TZ,1695489508
392,bengkulu,-3.8004,102.2655,21.42,94,21,1.35,ID,1695488983
393,luanda,-8.8368,13.2343,23.0,83,20,4.63,AO,1695489081
394,oodweyne,9.4092,45.064,23.24,73,81,4.22,SO,1695489509
395,kutum,14.2,24.6667,32.04,20,70,3.31,SD,1695489509
396,idaho falls,43.4666,-112.0341,12.7,62,0,2.57,US,1695489509
397,zhoukou,33.6333,114.6333,15.86,95,100,3.93,CN,1695489510
398,usogorsk,63.4106,48.6872,15.92,75,89,4.39,RU,1695488968
399,angaur state,6.906,134.13,28.79,76,66,8.28,PW,1695488943
400,port-gentil,-0.7193,8.7815,26.98,78,40,6.17,GA,1695489510
401,cannonvale,-20.2833,148.7,19.66,66,41,8.29,AU,1695489511
402,kununurra,-15.7667,128.7333,19.99,73,99,0.51,AU,1695489005
403,cochirleanca,45.2167,27.0333,24.63,59,6,5.65,RO,1695489511
404,varzea da palma,-17.5981,-44.7308,37.48,16,45,0.84,BR,1695489512
405,lerwick,60.1545,-1.1494,10.0,59,100,4.78,GB,1695488965
406,prince rupert,54.3161,-130.3201,9.83,91,100,4.63,CA,1695489228
407,papao,-17.75,-149.55,21.82,98,100,11.91,PF,1695489075
408,taoudenni,22.6783,-3.9836,44.16,6,1,1.39,ML,1695489513
409,raja,8.4596,25.678,26.8,71,23,0.75,SS,1695489513
410,kihangara,-2.5833,33.35,26.33,55,90,3.14,TZ,1695489513
411,brookings,44.3114,-96.7984,18.99,97,100,4.63,US,1695489513
412,latakia,35.5148,35.7768,27.1,68,28,0.68,SY,1695489514
413,amalapuram,16.5833,82.0167,26.44,94,78,2.03,IN,1695489514
414,dolinsk,47.35,142.8,9.31,78,0,3.35,RU,1695489127
415,caleta de carquin,-11.0925,-77.6267,21.19,73,29,4.52,PE,1695489114
416,tyukhtet,56.5389,89.3011,4.24,84,82,4.03,RU,1695489515
417,gaoual,11.75,-13.2,28.64,84,99,1.43,GN,1695489515
418,celestun,20.8667,-90.4,30.7,63,1,3.63,MX,1695489515
419,burao,9.5221,45.5336,24.04,67,93,7.66,SO,1695489020
420,dryden,49.7833,-92.7503,16.16,88,100,5.14,CA,1695488972
421,mpika,-11.8343,31.4529,22.14,33,3,1.81,ZM,1695489516
422,upington,-28.4478,21.2561,21.21,60,75,1.03,ZA,1695489516
423,brak,27.5496,14.2714,32.25,12,1,2.08,LY,1695489517
424,russkaya polyana,49.417,31.9201,21.15,44,31,3.05,UA,1695489517
425,okha,53.5739,142.9478,5.01,77,10,2.82,RU,1695489091
426,buarcos,40.166,-8.8768,21.19,68,11,2.68,PT,1695489517
427,thames,-37.1333,175.5333,13.43,97,100,2.71,NZ,1695489518
428,ntungamo,-0.8833,29.65,20.15,87,66,0.98,UG,1695489518
429,blagoveshchenka,52.8333,79.8667,7.79,63,88,4.53,RU,1695489518
430,bikin,46.8161,134.26,8.77,80,61,1.73,RU,1695489519
431,arica,-18.475,-70.3042,25.75,64,0,6.69,CL,1695489519
432,salalah,17.0151,54.0924,27.05,94,75,3.09,OM,1695489519
433,mayqayyng,51.4625,75.7986,8.34,59,63,3.31,KZ,1695489519
434,jeremie,18.65,-74.1167,30.1,72,25,2.51,HT,1695489520
435,falavarjan,32.5553,51.5097,21.56,16,0,4.43,IR,1695489520
436,tofol,5.3248,163.0078,27.3,81,100,6.51,FM,1695488966
437,santyoku,37.4406,129.1708,18.78,71,79,3.99,KR,1695489521
438,golyshmanovo,56.3979,68.3728,10.03,45,100,2.72,RU,1695489521
439,leiyang,26.4024,112.8591,23.54,88,87,1.61,CN,1695489521
440,kulunda,52.566,78.9385,7.63,60,93,4.59,RU,1695489522
441,zapolyarnyy,69.4154,30.8136,7.6,94,100,3.44,RU,1695489522
442,sandnessjoen,66.0217,12.6316,9.29,87,77,4.16,NO,1695489522
443,carutapera,-1.195,-46.02,32.08,55,3,5.65,BR,1695489523
444,pudasjarvi,65.3833,26.9167,13.71,92,100,4.36,FI,1695489523
445,kovalam,8.3667,76.9967,26.05,89,75,2.57,IN,1695489523
446,feodosiya,45.0333,35.3833,20.88,72,8,1.83,UA,1695489523
447,lyantor,61.6195,72.1555,6.1,67,100,2.7,RU,1695489524
448,lisakovsk,52.5369,62.4936,12.79,48,20,1.75,KZ,1695489524
449,port macquarie,-31.4333,152.9167,12.72,66,94,0.99,AU,1695489077
450,pitimbu,-7.4706,-34.8086,29.33,70,17,4.36,BR,1695489524
451,moranbah,-22.0016,148.0466,13.91,75,0,4.55,AU,1695489524
452,chulakkurgan,43.765,69.1814,17.67,37,25,3.2,KZ,1695489525
453,zhumysker,49.3333,49.4,19.88,31,0,3.22,KZ,1695489525
454,yangshuo,24.7808,110.4897,23.87,95,3,0.38,CN,1695489525
455,sao joao da barra,-21.6403,-41.0511,29.05,70,7,6.2,BR,1695488962
456,cabedelo,-6.9811,-34.8339,29.37,69,4,4.67,BR,1695489526
457,anahuac,27.2333,-100.15,34.43,42,5,6.49,MX,1695489526
458,portland,45.5234,-122.6762,17.99,71,100,3.6,US,1695489305
459,boyolangu,-8.1181,111.8935,22.13,95,82,0.85,ID,1695489526
460,baruun-urt,46.6806,113.2792,11.38,83,35,5.38,MN,1695489527
461,inhambane,-23.865,35.3833,23.99,83,0,3.09,MZ,1695489527
462,as sulayyil,20.4607,45.5779,33.42,8,63,4.89,SA,1695489028
463,sekong,-6.3996,106.0252,21.96,86,85,0.5,ID,1695489528
464,napier,-39.4833,176.9167,11.27,94,100,1.34,NZ,1695489058
465,lazaro cardenas,17.9583,-102.2,31.89,66,19,1.05,MX,1695489528
466,bundu,23.1833,85.5833,26.12,95,100,1.98,IN,1695489529
467,barcelos,41.5388,-8.6151,24.4,59,0,2.84,PT,1695489529
468,saudarkrokur,65.7461,-19.6394,4.89,77,97,0.94,IS,1695488805
469,mineiros,-17.5694,-52.5511,37.99,19,24,1.71,BR,1695489530
470,kidal,18.4411,1.4078,40.46,8,0,3.23,ML,1695489530
471,guaranda,-1.6,-79.0,20.23,59,15,3.68,EC,1695489530
472,nadi,-17.8,177.4167,24.0,88,75,3.09,FJ,1695489091
473,pergamino,-33.89,-60.5736,15.1,64,68,6.24,AR,1695489428
474,zaragoza,41.6561,-0.8773,23.34,36,0,4.12,ES,1695489349
475,fort mcmurray,56.7268,-111.381,20.73,44,0,5.32,CA,1695488819
476,rikaze,29.25,88.8833,11.57,57,100,1.83,CN,1695489531
477,xique xique,-10.8217,-42.7311,32.46,35,0,2.14,BR,1695489532
478,vernon,50.2581,-119.2691,17.94,79,99,0.89,CA,1695488998
479,rey bouba,8.6724,14.1786,24.56,88,100,1.22,CM,1695489532
480,frontera,26.9333,-101.45,33.27,38,0,2.06,MX,1695489533
481,maragogi,-9.0122,-35.2225,27.26,68,28,4.33,BR,1695489533
482,kone,-21.0595,164.8658,19.08,87,70,2.02,NC,1695489091
483,chernyshevskiy,63.0128,112.4714,6.57,92,35,1.46,RU,1695489109
484,hoemul-li,41.4339,129.67,13.88,71,1,2.1,KP,1695489534
485,la passe,45.5549,-0.8967,19.45,61,10,2.88,FR,1695489534
486,kanniyakumari,8.0833,77.5667,26.81,85,6,7.01,IN,1695489534
487,ballycastle,55.2044,-6.243,12.52,73,100,6.57,GB,1695489534
488,saint-philippe,-21.3585,55.7679,23.77,79,37,6.25,RE,1695489083
489,chakia,26.4167,85.05,24.66,88,88,5.67,IN,1695489535
490,al ain city,24.1917,55.7606,36.79,16,0,2.57,AE,1695489535
491,tonj,7.2737,28.6822,27.38,64,26,1.49,SS,1695489535
492,road town,18.4167,-64.6167,32.02,66,40,5.14,VG,1695489536
493,cadale,2.7603,46.3222,26.15,82,100,6.73,SO,1695489536
494,qarazhal,48.0078,70.7903,12.15,55,90,3.85,KZ,1695489536
495,talara,-4.5772,-81.2719,27.42,57,0,8.43,PE,1695489537
496,crane,31.3974,-102.3501,32.89,33,9,2.8,US,1695489036
497,sisimiut,66.9395,-53.6735,2.5,49,2,0.26,GL,1695488957
498,daru,-9.0763,143.2092,24.51,88,87,7.85,PG,1695489537
499,turpan,42.9333,89.1667,23.33,25,100,1.08,CN,1695489027
500,pontes e lacerda,-15.2261,-59.3353,42.69,12,4,2.32,BR,1695489538
501,alesund,62.4723,6.1549,13.28,89,75,10.29,NO,1695489310
502,harnai,30.1005,67.9374,28.32,30,0,1.01,PK,1695489538
503,rongelap,11.1635,166.8941,28.02,81,77,6.73,MH,1695489041
504,saldanha,-33.0117,17.9442,13.44,73,53,15.21,ZA,1695489103
505,rice lake,45.5061,-91.7382,18.18,100,100,4.12,US,1695489539
506,kimberley,-28.7323,24.7623,15.83,82,75,3.09,ZA,1695489539
507,aparri,18.3333,121.6167,25.36,92,68,1.23,PH,1695489540
508,xingcheng,40.6167,120.7167,15.77,50,42,1.36,CN,1695489540
509,yukhnov,54.7444,35.2297,16.73,45,91,3.5,RU,1695489540
510,san patricio,28.017,-97.5169,35.49,49,25,4.84,US,1695489057
511,plettenberg bay,-34.0527,23.3716,13.92,91,100,6.29,ZA,1695489541
512,saynshand,44.8824,110.1163,17.29,41,98,4.69,MN,1695489541
513,kayenta,36.7278,-110.2546,16.22,53,100,5.32,US,1695489541
514,saint-paul,-21.0096,55.2707,23.06,90,31,2.23,RE,1695489542
515,cheremushki,52.8356,91.3944,6.62,95,100,2.13,RU,1695489542
516,santa elena de uairen,4.6167,-61.1333,26.42,64,50,3.17,VE,1695489542
517,port-vila,-17.7338,168.3219,24.2,77,24,2.14,VU,1695489542
518,chichiriviche,10.9333,-68.2772,31.04,64,41,4.71,VE,1695489543
519,sebdou,34.637,-1.3314,19.61,39,32,2.87,DZ,1695489543
520,weno,7.4515,151.8468,26.97,94,100,3.6,FM,1695489004
521,teluknaga,-6.0989,106.6381,29.42,88,20,0.51,ID,1695489543
522,matsubase,32.65,130.6667,22.83,75,97,2.56,JP,1695489544
523,castillos,-34.1667,-53.8333,13.37,97,100,4.25,UY,1695489104
524,camiri,-20.05,-63.5167,37.88,32,23,0.0,BO,1695489544
525,shingu,33.7333,135.9833,20.66,63,100,2.08,JP,1695489544
526,carolina beach,34.0352,-77.8936,19.48,85,100,2.68,US,1695489545
527,namibe,-15.1961,12.1522,18.83,89,100,5.92,AO,1695489004
528,lospalos,-8.5186,127.0025,20.57,93,64,1.27,TL,1695489545
529,batangafo,7.3008,18.2833,24.84,84,82,0.85,CF,1695489546
530,broome,42.2506,-75.833,13.94,82,75,3.6,US,1695489098
531,tabou,4.423,-7.3528,24.9,90,91,3.31,CI,1695489019
532,horta,38.5333,-28.6333,23.9,78,40,6.17,PT,1695489546
533,nadym,65.5333,72.5167,2.13,86,88,1.81,RU,1695488957
534,yerofey pavlovich,53.9667,121.9667,6.55,73,13,1.24,RU,1695489547
535,puerto baquerizo moreno,-0.9,-89.6,25.55,78,75,4.12,EC,1695489547
536,chota,-6.55,-78.65,21.01,51,39,4.5,PE,1695489547
537,cromwell,41.5951,-72.6454,16.69,85,100,5.66,US,1695489307
538,pavlovka,52.6897,47.1405,16.73,46,0,0.69,RU,1695489548
539,sao gabriel da cachoeira,-0.1303,-67.0892,35.42,41,53,1.6,BR,1695489091
540,bikenibeu village,1.3673,173.1241,25.98,89,20,0.51,KI,1695489112
541,quesada,10.3238,-84.4271,31.73,56,48,2.79,CR,1695489549
542,huitel,20.1639,-99.2733,24.33,30,6,2.37,MX,1695489549
543,el calafate,-50.3408,-72.2768,5.18,63,7,4.84,AR,1695488993
544,ebon,4.582,168.6964,28.85,73,100,5.09,MH,1695489550
545,mumbwa,-14.9783,27.0619,27.66,19,13,3.35,ZM,1695489550
546,astara,38.5,48.6667,17.99,56,8,1.36,AZ,1695489550
547,general villegas,-35.0328,-63.0125,18.32,52,66,3.52,AR,1695489551
548,merizo village,13.2658,144.6691,28.32,96,95,3.02,GU,1695489100
549,charters towers,-20.1,146.2667,14.71,82,0,3.87,AU,1695489551
550,antofagasta,-23.65,-70.4,19.56,68,45,4.32,CL,1695489058
551,goz beida,13.95,20.55,32.67,34,60,2.52,TD,1695489552
552,shaping,22.7545,112.9565,29.97,83,68,1.4,CN,1695489552
553,sitka,57.0531,-135.33,8.94,81,40,2.57,US,1695489552
554,qingquan,30.4511,115.2559,19.47,91,100,1.02,CN,1695489552
555,posto fiscal rolim de moura,-13.0833,-62.2667,43.0,15,1,1.55,BR,1695489553
556,drayton valley,53.2168,-114.9854,15.38,71,76,6.13,CA,1695489362
557,gurupi,-11.7292,-49.0686,39.86,14,1,2.83,BR,1695489553
558,les avirons,-21.2418,55.3394,21.05,64,0,3.09,RE,1695489553
559,sarkand,45.41,79.9186,10.99,87,100,1.4,KZ,1695489554
560,corinto,37.9407,22.9573,25.5,50,46,1.55,GR,1695489516
561,karratha,-20.7377,116.8463,27.78,29,20,6.32,AU,1695489035
562,monroe,43.1501,-77.6831,21.81,52,100,4.63,US,1695489554
563,jianguang,28.1938,115.7836,21.53,89,100,2.65,CN,1695489555
564,newport,51.5877,-2.9984,17.1,70,83,5.31,GB,1695489555
565,natal,-5.795,-35.2094,29.36,61,20,6.17,BR,1695488995
566,marang,5.2056,103.2059,23.95,89,100,1.19,MY,1695489555
567,naberera,-4.2,36.9333,21.32,50,32,6.64,TZ,1695489555
568,plouzane,48.3833,-4.6167,16.18,77,0,6.69,FR,1695489556
